t_real_s,vehicle_id,x,y,speed,lat,lon
1,veh_10,293.4473829818994,112.84119525479302,19.44,26.048715551228018,44.43573380407959
1,veh_17,291.38682592242196,10.2684389782403,10.98,26.048704644355126,44.43481027179123
1,veh_19,290.2,96.34,0.77,26.048677163014485,44.43558492747056
1,veh_26,286.9723935666982,81.56078051087985,12.22,26.048638771937416,44.435451553414474
1,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9365736980804,59.71074339374886,0.77,26.04849075325757,44.43525360895157
2,veh_10,294.0527512266578,114.68644356166214,19.419964345757126,26.04872288724055,44.435750477572384
2,veh_17,291.36806947450657,11.362004569114733,10.938243005008475,26.04870424900106,44.43482011364521
2,veh_19,290.20316337702656,96.4358503239042,0.9584705139529502,26.048677188757843,44.43558579060569
2,veh_24,232.31,74.7567084078712,0.77,26.047953022026235,44.43538458348518
2,veh_26,286.99310119885473,80.34492613668883,12.159981771921045,26.048639209683543,44.43544061097413
2,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9368172124544,59.613781699783814,0.9697261651609548,26.04849077048131,44.435252736168856
3,veh_10,294.657514889392,116.5298490167363,19.400569603044666,26.0487302159307,44.435767134412856
3,veh_17,291.34937869907975,12.451741227446158,10.899944621304194,26.048703855031096,44.434829921039636
3,veh_19,290.2069588997749,96.5508546631799,1.1500041281299391,26.04867721964556,44.43558682622336
3,veh_24,232.21316581813255,74.75607324030975,0.9683418186743444,26.047951805555886,44.435384567626535
3,veh_26,287.01371176683136,79.1347709127848,12.102983528483122,26.048639645377598,44.435429719824974
3,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.93711085150375,59.49686153947637,1.1693333114189683,26.04849079125035,44.43525168373372
4,veh_10,295.26169288337474,118.3714692703542,19.381781590340832,26.04873753752764,44.43578377512195
4,veh_17,291.3307481509852,13.53796642462955,10.864821702605576,26.048703462330465,44.434839696831624
4,veh_19,290.21139246141337,96.68519158082592,1.34332331133002,26.048677255725597,44.435588035931474
4,veh_24,232.09662518131535,74.75530881156497,1.165406368171804,26.047950341525034,44.43538454854053
4,veh_26,287.03422984763733,77.9300460987964,12.048673006606672,26.04864007911634,44.43541887754836
4,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.93745455888853,59.36000534608579,1.368716099813768,26.048490815560722,44.43525045184806
5,veh_10,295.86530310666797,120.21135887834846,19.36356774010689,26.04874485224825,44.4358004001926
5,veh_17,291.3121728269868,14.620971866575536,10.832616533114814,26.048703070793707,44.43484944364651
5,veh_19,290.21646731081546,96.83895951770867,1.5376268695848536,26.048677297024394,44.435589420616544
5,veh_24,231.96056143373033,74.75441632425225,1.360637475850386,26.04794863223694,44.435384526257195
5,veh_26,287.0546595040505,76.73051314758942,11.996748238209612,26.048640510985653,44.435408081997416
5,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.93784824004183,59.20325077392996,1.567722302612832,26.048490843405727,44.43524904085085
6,veh_1,293.4473829818994,112.84119525479302,0.77,26.048715551228018,44.43573380407959
6,veh_10,296.4683624894409,122.04956944627726,19.345897002740372,26.0487521602977,44.4358170100911
6,veh_17,291.2936481243844,15.701025906580416,10.80309553144226,26.048702680323807,44.4348591638994
6,veh_19,290.2221847428761,97.01219770914662,1.7323227676285984,26.04867734355249,44.43559098063183
6,veh_24,231.80522746559657,74.75339743716253,1.553339681337684,26.047946680868495,44.43538450081789
6,veh_26,287.07500432939474,75.53596107616386,11.946933549348882,26.048640941061503,44.435397331273364
6,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.93829174839175,59.026656184500744,1.766144824750075,26.048490874774995,44.43524745126739
7,veh_1,293.47379137700574,112.92169179021424,0.8471704550643648,26.04871587125185,44.43573453143883
7,veh_10,297.07088703849246,123.8861497651345,19.3287397568965,26.048759461869935,44.43583360525837
7,veh_17,291.27516980349964,16.778375732511883,10.77604699322978,26.0487022908314,44.43486885981492
7,veh_19,290.22841089773266,97.20085020129936,1.8864605120469269,26.04867739422054,44.4355926794534
7,veh_24,231.63096134806136,74.75225436781673,1.742661175352036,26.047944491666705,44.435384472278024
7,veh_26,287.095267486491,74.3462041785998,11.898976139327884,26.048641369410756,44.43538662370486
7,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9387848697847,58.830306848670936,1.9637145421034137,26.04849090965339,44.435245683865254
8,veh_1,293.50489607119545,113.01650331160845,0.9978257983970524,26.048716248186672,44.435735388146966
8,veh_10,297.6728918791602,125.72114593909552,19.312067725664093,26.048766757148247,44.43585018611097
8,veh_17,291.2567343276917,17.853227542723033,10.751060926360914,26.04870190224194,44.43487853324882
8,veh_19,290.23512567970596,97.40430809509002,2.034509473585421,26.04867744886501,44.435594511598055
8,veh_24,231.4382032876209,74.75099000367551,1.9275806044049535,26.04794207016161,44.435384440709626
8,veh_26,287.1154517415982,73.16108003324672,11.852643137913176,26.048641796091882,44.43537595783017
8,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9393273054268,58.614321739177974,2.160094398061813,26.04849094801976,44.43524373971533
9,veh_1,293.5414025160024,113.1277801353485,1.171111736830526,26.048716690581333,44.43573639363406
9,veh_10,298.2743912947849,127.5546015058096,19.29585389812952,26.048774046305713,44.4358667530423
9,veh_17,291.2383384936802,18.92576809949947,10.72794292417972,26.04870151448791,44.43488818588191
9,veh_19,290.24230955583243,97.62197954172292,2.176640149235749,26.04867750732694,44.4355964717362
9,veh_24,231.22751328245172,74.74960801795287,2.1069000516915035,26.047939423388147,44.435384406204435
9,veh_26,287.1355594940161,71.98044776454186,11.807719058744317,26.04864222115561,44.4353653323814
9,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.93991865379604,58.37886073262128,2.3548753079279985,26.04849098984572,44.43524162025673
10,veh_1,293.58361275246256,113.25644292536936,1.35408702749073,26.048717202096057,44.43573755621911
10,veh_10,298.87539876388433,129.38655754971165,19.280072455904453,26.04878132950566,44.435883306423634
10,veh_17,291.21997940033583,19.996166548694852,10.706516780690963,26.04870112750816,44.43489781923649
10,veh_18,291.38682592242196,10.2684389782403,5.7,26.048704644355126,44.43481027179123
10,veh_19,290.24994283934495,97.85326803215162,2.312805938080993,26.048677569446124,44.435598554496245
10,veh_24,230.9995885961146,74.74811298423211,2.279246863371238,26.047936560105622,44.435384368876605
10,veh_26,287.15559280191457,70.80418652647379,11.764003582618075,26.048642644645444,44.435354746271
10,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9405583921409,58.12413197637323,2.5475745095964903,26.04849103509429,44.43523932736308
11,veh_1,293.6316775646218,113.40295129283788,1.541899408335509,26.04871778455809,44.435738880055176
11,veh_10,299.47592699517986,131.21705280878726,19.264698704231133,26.04878860690209,44.43589984660496
11,veh_17,291.20165442303255,21.06457591505351,10.6866212466629,26.048700741247362,44.434907434689734
11,veh_18,291.37725721778554,10.82632745407516,5.580204579677755,26.048704442663105,44.43481529266694
11,veh_19,290.2580056772153,98.09757201962398,2.4429564647840696,26.048677635060997,44.43560075446125
11,veh_24,230.7552798872493,74.74651048226579,2.4430870886534706,26.04793349100035,44.43538432886544
11,veh_26,287.17555340485677,69.6321941801103,11.721309616616916,26.048643066598164,44.43534419857974
11,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.94124580481974,57.85042042208115,2.7374238737989014,26.04849108371485,44.435236863599265
12,veh_1,293.68567533819447,113.56754416853371,1.7322263706624608,26.04871843891734,44.43574036730115
12,veh_10,300.07598796060654,133.04612377519342,19.24970900731285,26.04879587864007,44.435916373916044
12,veh_17,291.1833611910212,22.131134421426538,10.668108268145671,26.048700355655555,44.43491703348562
12,veh_18,291.36781373795975,11.376914891642192,5.507176924611796,26.048704243610565,44.43482024783489
12,veh_19,290.26647820178215,98.35428951399986,2.5670872956164867,26.04867770400988,44.43560306621027
12,veh_24,230.49560458982967,74.74480718574128,2.596752974195792,26.047930228853755,44.43538428633755
12,veh_26,287.19544274341183,68.46438614203689,11.679461584800531,26.048643487044224,44.43533368854637
12,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9419800609883,57.5580568923465,2.9239646393214724,26.048491135648632,44.43523423194315
13,veh_1,293.74564222943604,113.75033176185369,1.9237132107946149,26.04871916561197,44.435742018952915
13,veh_10,300.67559292642954,134.8738047901049,19.23508072754796,26.04880314485612,44.43593288866718
13,veh_17,291.1650975669635,23.19596668200468,10.65084172634111,26.048699970687682,44.434926616745656
13,veh_18,291.3584444220716,11.923178315908308,5.4639265620940085,26.048704046121237,44.43482516408767
13,veh_19,290.2753407364116,98.6228243132703,2.685256309913498,26.048677776132642,44.435605484374484
13,veh_24,230.22175598507724,74.74301092178644,2.738486047524346,26.04792678865632,44.43538424148836
13,veh_26,287.2152619761887,67.30069438420139,11.638293913964452,26.04864390600812,44.43532321555866
13,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9427601596753,57.24743995047931,3.1065193227696377,26.04849119082484,44.435231435982324
14,veh_1,293.81158490168593,113.95133438360178,2.115413808114837,26.048719964722736,44.435743835193996
14,veh_10,301.2747524825786,136.70012813313016,19.2207921683734,26.048810405678562,44.43594939115005
14,veh_17,291.146861628151,24.259184797320643,10.634696455064786,26.04869958630322,44.4349361854787
14,veh_18,291.3491156917055,12.467075464287396,5.440258205220703,26.048703849487342,44.434830059044444
14,veh_19,290.2845740150115,98.902592654848,2.7975878976454753,26.0486778512725,44.43560800369711
14,veh_24,229.93510640797356,74.74113069200222,2.8664957710366727,26.04792318764788,44.43538419454258
14,veh_26,287.2350119945724,66.1410665686842,11.597649684226475,26.04864432350869,44.43531277914557
14,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9435849190436,56.919040176117555,3.2843676797391232,26.04849124915988,44.43522847995263
15,veh_1,293.8834859215464,114.17049889430838,2.30655514920872,26.048720836038395,44.4357458155442
15,veh_10,301.87347657030483,138.5251241066133,19.206822520448352,26.048817661227858,44.43596588163847
15,veh_17,291.12865164909533,25.320889369296076,10.619557441003364,26.048699202465794,44.43494574059018
15,veh_18,291.33980502554397,13.009919407249942,5.42972365944085,26.04870365323417,44.434834944522606
15,veh_19,290.29415939266084,99.1930295976229,2.9042702671575844,26.048677929277726,44.435610619090795
15,veh_24,229.63720324439905,74.73917664620654,2.9790316357455016,26.04791944526732,44.435384145753645
15,veh_26,287.2546934353999,64.98546530343043,11.557379419261784,26.048644739559407,44.43530237897059
15,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9444529705064,56.57340250837165,3.456766031740742,26.048491310556955,44.43522536875925
16,veh_1,293.9613057083164,114.40770464638,2.4964267576841808,26.048721779079308,44.4357479589134
16,veh_10,302.4717745082567,140.34882111511686,19.19315181093132,26.04882491161693,44.43598236038907
16,veh_17,291.11046608527846,26.381170448660576,10.605319147274962,26.04869881914285,44.4349552828905
16,veh_18,291.33049718564394,13.55259856942197,5.428075461706476,26.048703457040535,44.43483982851778
16,veh_19,290.3017094486812,99.49365012127453,3.005547852745964,26.048677980224994,44.4356133259398
16,veh_24,229.329756824963,74.73716000302599,3.0744641943601954,26.047915583000513,44.43538409540164
16,veh_26,287.2743066917776,63.83386750708717,11.517339995125448,26.04864515416858,44.435292014826
16,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.94536275868677,56.21114626171505,3.622970541361896,26.04849137490604,44.4352221079768
17,veh_1,294.0449827751091,114.66276421906144,2.684325892118869,26.048722793100374,44.435750263608035
17,veh_10,303.06965501706367,142.17124574035708,19.17976085562405,26.048832156951445,44.4359988276421
17,veh_17,291.09230355792806,27.440108422595273,10.5918849155332,26.04869843630533,44.43496481310314
17,veh_18,291.3211818829045,14.095712840862983,5.432427583753515,26.048703260689557,44.43484471642881
17,veh_19,290.3059995983688,99.80397094867747,3.1017100952997754,26.048677988799923,44.43561611976568
17,veh_24,229.0146199834406,74.73509291581267,3.151368415223878,26.04791162412351,44.43538404379
17,veh_26,287.29385192221275,62.6862638728567,11.477393649973877,26.048645567339555,44.435281686628024
17,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9463125479625,55.8329625200929,3.7822634330385623,26.048491442084384,44.43521870382595
18,veh_1,294.1344331542519,114.93542166697218,2.8695313781459957,26.048723877084075,44.435752727315446
18,veh_10,304.54340865524773,142.16868787340732,19.16663121377405,26.048850672828927,44.43599895881624
18,veh_17,291.07416283974396,28.497774846927182,10.579166411344518,26.048698053927364,44.434974331872105
18,veh_18,291.31185226924305,14.639661488407656,5.4407733187103675,26.048703064036886,44.43484961184907
18,veh_19,290.31041612384246,100.12343295793872,3.1930777817361813,26.04867799762744,44.43561899588983
18,veh_24,228.6937598354344,74.73298828753117,3.208601480062288,26.047907593348015,44.435383991240876
18,veh_26,287.3133290582048,61.54265842276771,11.437407079778176,26.04864597907089,44.43527139441286
18,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9473004359485,55.43960876852381,3.9339806212366697,26.04849151195743,44.43521516312507
19,veh_1,294.2295495363638,115.22534989589262,3.051294423359726,26.048725029730015,44.43575534708001
19,veh_10,306.3627529387997,141.60623487749837,19.15374514534417,26.048873612294646,44.43599408620616
19,veh_17,291.0560428415481,29.554233224499775,10.567083085821888,26.048697671985988,44.4349838397689
19,veh_18,291.3025039282757,15.184702002461494,5.451694566878689,26.048702866989434,44.43485451709587
19,veh_19,290.3149528599501,100.45159020305644,3.279988161109328,26.04867800669523,44.43562195029743
19,veh_24,228.3692231099726,74.730859543357,3.245367254617798,26.04790351638587,44.43538393808948
19,veh_26,287.3327378104218,60.40306814502591,11.397250607433005,26.048646389356477,44.435261138333416
19,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.94832437378034,55.03190081652362,4.077538795282418,26.04849158438026,44.43521149321751
20,veh_1,294.33020048278297,115.5321482621315,3.2288409703540295,26.048726249445405,44.435758119281566
20,veh_10,308.26716314312085,141.41363827464994,19.141085570572617,26.048897566474427,44.43599255178227
20,veh_17,291.03794259986165,30.60953972944686,10.555561634531015,26.0486972904609,44.434993337299055
20,veh_18,291.2931341795228,15.730990664236144,5.464178996884851,26.0487026694907,44.43485943357573
20,veh_19,290.31960411017207,100.7880306357803,3.3627800472817344,26.0486780159919,44.435624979278735
20,veh_24,228.04309697956617,74.72872037374789,3.261261304064583,26.047899419456986,44.43538388467763
20,veh_26,287.3520776735687,59.26752270817106,11.35679741460047,26.04864679818563,44.43525091865668
20,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.9493821925235,54.6107022828428,4.212459808973182,26.04849165919946,44.435207701876976
21,veh_1,294.4362299805113,115.85534121593363,3.4013826845271984,26.048727534339662,44.43576103962306
21,veh_10,310.170334701449,141.22116693841153,19.128636031660537,26.048921505073015,44.43599101835138
21,veh_17,291.01986126543443,31.663743875983513,10.544535442528913,26.0486969093342,44.43500282490821
21,veh_18,291.2837415871849,16.278611185783518,5.477500745451373,26.048702471510424,44.43486436204204
21,veh_19,290.3243646297029,101.13237488184706,3.441780022379109,26.04867802550697,44.435628079418294
21,veh_24,227.7174676595815,74.72658446288335,3.256293199846533,26.047895328769243,44.43538383134699
21,veh_26,287.371347930039,58.13606424666992,11.31592282726629,26.04864720554318,44.43524073576188
21,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.95047163450846,54.17691211835958,4.338390301230709,26.04849173625535,44.435203797195214
22,veh_1,294.54745754741054,116.1943786221323,3.568134605920414,26.048728882225664,44.435764103133565
22,veh_10,312.07228693177467,141.02881891511825,19.11638065643677,26.048945428333408,44.4359894858979
22,veh_17,291.0017980927558,32.71688912994729,10.53394401173142,26.048696528590174,44.43501230298755
22,veh_18,291.2743256067589,16.82759531352003,5.4911400332859435,26.048702273037126,44.4348693027805
22,veh_19,290.3292295922589,101.48427384006138,3.517290670927138,26.048678035230793,44.43563124757308
22,veh_24,227.39437903616485,74.72446521729148,3.230886234166291,26.04789126999878,44.435383778432325
22,veh_26,287.3905476524281,57.00874721333667,11.274503647387156,26.048647611409525,44.43523059013906
22,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.95159038797016,53.731450813539546,4.455114851917216,26.048491815384413,44.435199787457826
23,veh_1,294.66367903948117,116.54863822085096,3.7283376717637737,26.048730290629564,44.43576730419037
23,veh_10,313.9730376277471,140.83659240526475,19.10430412386039,26.04896933647942,44.435987954407516
23,veh_17,290.9837524305737,33.76901346158477,10.523732373227492,26.048696148215093,44.43502177187878
23,veh_18,291.2648863271572,17.37793786353695,5.504727469769473,26.04870207407268,44.434874255744475
23,veh_19,290.3667660419805,101.84119872853287,3.5895815226260925,26.048678454686215,44.435634464388144
23,veh_24,227.0757932761012,74.72237550747592,3.18585760063649,26.047887267795115,44.43538372625498
23,veh_26,287.40967570497645,55.88563829461247,11.2324175242246,26.048648015760662,44.43522048238838
23,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.95273612310115,53.27524604285321,4.562561612890895,26.04849189642187,44.435195681015145
24,veh_1,294.7846682511829,116.91743050550592,3.881284156895925,26.048731756810156,44.43577063656313
24,veh_10,315.87260311024585,140.64448575828962,19.092391631232235,26.048993229716334,44.435986423867085
24,veh_17,290.9657237134334,34.82014983885367,10.513850492294612,26.04869576819704,44.43503123187863
24,veh_18,291.2554242806015,17.929607805479996,5.518004529300228,26.0487018746283,44.43487922065467
24,veh_19,290.41112505375355,102.2046014019042,3.658883092608857,26.048678958910287,44.43563774022747
24,veh_24,226.7635548905059,74.7203274321977,3.122383855953087,26.04788334532976,44.43538367511707
24,veh_26,287.4287307440002,54.766816385268946,11.189542360034077,26.048648418568188,44.435210413219906
24,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.95390652756276,52.80921852516518,4.66080014804621,26.048491979204158,44.43519148615481
25,veh_1,294.9101793312686,117.30000608661167,4.0263438351214145,26.04873327778817,44.43577409348047
25,veh_10,317.77099827584806,140.45249746767382,19.080628862995745,26.049017108231528,44.435984894264585
25,veh_17,290.9477114542301,35.87032666164524,10.50425267746084,26.048695388525744,44.43504068324267
25,veh_18,291.24594030158806,18.482556485342748,5.530794933663865,26.048701674721578,44.43488419707323
25,veh_19,290.45629030051987,102.57460900041302,3.725384113884625,26.048679472298804,44.43564107560589
25,veh_24,226.45935921690105,74.71833211173876,3.041956736048541,26.04787952390022,44.43538362529625
25,veh_26,287.44771121736096,53.65237261953733,11.145755745743996,26.048648819799286,44.43520038345379
25,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.95509933963467,52.33426882428803,4.750032030607555,26.048492063571313,44.43518721098309
26,veh_1,295.03994996339674,117.69556538673892,4.162988512986535,26.0487348503848,44.43577766771747
26,veh_10,319.6682366423391,140.26062616633826,19.06900196101601,26.04904097219504,44.43598336558919
26,veh_17,290.9297152377448,36.919568138658065,10.494897006884903,26.04869500919246,44.43505012618878
26,veh_18,291.23643542197533,19.036723742209425,5.5429835865443335,26.04870147437427,44.434889184458704
26,veh_19,290.5022296140136,102.9509579917268,3.7892317865018703,26.048679994486108,44.43564446814788
26,veh_24,226.1374125120581,74.71622035637009,3.21946704842998,26.047875479475035,44.43538357256804
26,veh_26,287.46661536302,52.54241045601176,11.100934423148674,26.04864921941672,44.43519039402117
26,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.95631237749734,51.851265689433035,4.830575442426811,26.04849214936901,44.43518286331988
27,veh_1,295.1737051895402,118.10327029480626,4.290812650407828,26.048736471268047,44.43578135170101
27,veh_10,321.56433039140256,140.06887062232616,19.057497496233715,26.049064821760098,44.43598183783105
27,veh_17,290.91166232518526,37.972115192301025,10.527960593334386,26.048694628663952,44.43505959888436
27,veh_18,291.2269107930114,19.592042454355195,5.554500863383769,26.048701273610632,44.43489418220704
27,veh_19,290.54891214180174,103.33339562322196,3.850534644871115,26.048680525121508,44.43564791557497
27,veh_24,225.79828748376275,74.71399592267227,3.391250282952885,26.047871219248787,44.435383517026224
27,veh_26,287.48544120671704,51.43704581393957,11.054953770978615,26.04864961737875,44.43518044596527
27,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.95754356357196,51.36103636361666,4.90284549220779,26.04849223645031,44.435178450611446
28,veh_1,295.31116169349525,118.52225722282468,4.409548120524826,26.04873813700462,44.43578513762781
28,veh_10,323.45929040861745,139.87722973475843,19.04610244159765,26.049088657063617,44.43598031098141
28,veh_17,290.89355634096444,39.027756506803925,10.558910522162904,26.04869424701663,44.43506909942759
28,veh_18,291.2173676168624,20.148442531344507,5.565317070051646,26.04870107245601,44.4348991896874
28,veh_19,290.60384430061424,103.72018558972668,3.909367484407929,26.048681158764907,44.43565140304325
28,veh_24,225.45343548376275,74.71173392386487,3.44852,26.04786688707801,44.435383460546284
28,veh_26,287.50418655881117,50.336407258693264,11.00768731302514,26.0486500136391,44.435170540443195
28,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.95879094332344,50.86435909668687,4.967332166825366,26.048492324676964,44.43517397986306
29,veh_1,295.45203231986767,118.9516508804074,4.519071763679744,26.048739844114706,44.43578901758883
29,veh_10,325.3531263208805,139.68570253004876,19.034804146186044,26.04911247822669,44.43597878503253
29,veh_17,290.87540070888247,40.08629246281093,10.587863785184725,26.04869386432265,44.43507862602195
29,veh_18,291.2078071099733,20.705853050244514,5.575423879605455,26.04870087093604,44.434904206261535
29,veh_19,290.7093668520354,104.10270483862836,3.965777698933172,26.048682428620783,44.435654857362465
29,veh_24,225.10858348376277,74.70947192505747,3.44852,26.04786255490724,44.43538340406617
29,veh_26,287.5228490103203,49.240636234320334,10.959006247306313,26.04865040814684,44.43516067872786
29,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.9365736980804,59.71074339374886,0.77,26.04849075325757,44.43525360895157
29,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.96005269839696,50.36195791475755,5.024577764702462,26.048492413920354,44.435169457591904
30,veh_1,295.5960305865513,119.3905780294456,4.619405178682864,26.048741589126653,44.43579298369356
30,veh_10,327.2458465313638,139.49428815836848,19.023590310432738,26.04913628535502,44.43597725997765
30,veh_17,290.8571986592338,41.147534723018055,10.614933229609145,26.04869348065011,44.435088176972435
30,veh_18,291.1982304760688,21.264203829754948,5.584828710125644,26.048700669076098,44.434909231297794
30,veh_19,290.81632664108616,104.4904340739374,4.019792360850043,26.04868371577249,44.43565835873015
30,veh_24,224.76373148376277,74.70720992625009,3.44852,26.047858222736483,44.435383347585905
30,veh_26,287.5414259281944,48.14988734108569,10.90877899608778,26.048650800846314,44.43515086221066
30,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.9367754221963,59.630421597245714,0.8033084460128843,26.04849076752549,44.43525288594981
30,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.96132715435016,49.85449954140731,5.075155375741897,26.048492504062054,44.43516488979938
31,veh_1,295.74287495774513,119.83818050887004,4.710707040964044,26.04874336862874,44.43579702818774
31,veh_10,329.1374582521094,139.30298589035016,19.012448962379707,26.049160078539323,44.43597573581096
31,veh_17,290.8389532362024,42.21130580099864,10.640227389879117,26.048693096063168,44.43509775068172
31,veh_18,291.1886388866912,21.82342656491336,5.593550329429316,26.048700466900875,44.43491426418147
31,veh_19,290.92466029738154,104.8831435780082,4.071425419438992,26.04868501945744,44.435661905071896
31,veh_24,224.41887948376277,74.70494792744269,3.44852,26.047853890565737,44.43538329110547
31,veh_26,287.5599144498589,47.06432865585372,10.8568707774352,26.048651191677013,44.435141092404265
31,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.93699566873613,59.54272460737027,0.8770686877513599,26.048490783103492,44.43525209656162
31,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.96261278353944,49.34259224833362,5.119649584600162,26.04849259499401,44.43516028196073
32,veh_1,295.8922926773426,120.29362691936602,4.7932589995120125,26.048745179315652,44.435801143558926
32,veh_10,331.0279675343566,139.11179511402054,19.001368434882277,26.049183857855716,44.43597421252761
32,veh_17,290.8206673054535,43.27743861859286,10.663850373286932,26.048692710622227,44.435107345646145
32,veh_18,291.1790334676109,22.383455619428855,5.601615430545361,26.048700264434107,44.43491930432183
32,veh_19,291.03430465304,105.28060436727016,4.120684485241642,26.048686338915473,44.435665494319814
32,veh_24,224.07402748376276,74.70268592863529,3.44852,26.047849558395,44.43538323462488
32,veh_26,287.5783114770678,45.98414209299785,10.803143199892682,26.04865158057345,44.43513137094584
32,veh_78d2d987-a03b-4967-97cd-5eb1398e6285,274.93724099681276,59.44504073967148,0.9769487160134148,26.04849080045551,44.435251217278385
32,veh_b6225d26-18b8-45d5-aa96-ca2f142692cf,274.96390820390377,48.82678633972596,5.158640131656278,26.04849268661847,44.4351556390294
33,veh_1,296.0440230127285,120.75612251092652,4.86744676298558,26.048747018027765,44.4358053226258
33,veh_10,332.9173792966884,138.920715331954,18.99033734369792,26.049207623366065,44.43597269012361
33,veh_17,290.8023435618389,44.34577605664975,10.68590179348119,26.048692324384096,44.43511696045165
33,veh_18,291.1694152897874,22.94422855266957,5.609055977624158,26.04870006169836,44.43492435115693
33,veh_19,291.14519673269285,105.6825881560116,4.167576793326907,26.048687673388756,44.43566912441242
33,veh_24,223.72917548376276,74.7004239298279,3.44852,26.04784522622428,44.435383178144114
33,veh_26,287.5966136691106,44.909523803266474,10.747453882872277,26.048651967464995,44.435121699600735
